E,pt,eta,phi
334402.0,329863.0,-0.131133,-1.6564
41154.7,35428.8,0.549102,1.58022
725169.0,310745.0,1.48978,2.08885
597157.0,594052.0,-0.0024268,-2.93255
380431.0,353695.0,0.346484,-1.89472
1019690.0,795303.0,0.713182,2.54211
552712.0,409522.0,0.783529,0.870138
453528.0,282399.0,1.0414,2.46703
485119.0,107058.0,-2.19109,2.13906
500080.0,296440.0,-1.1089,-2.90448
333271.0,96266.0,1.90912,1.40396
227155.0,148029.0,-0.988823,0.469804
383399.0,84970.1,2.18598,-2.80777
465867.0,188053.0,-1.55185,-1.50915
132499.0,120934.0,-0.321787,-0.238315
277691.0,27200.1,-3.01387,-1.25157
31840.8,31278.9,-0.00155615,0.985361
71755.9,56994.3,0.667482,2.33825
150377.0,46944.8,1.82826,-1.85878
73356.1,68288.8,-0.364836,-2.68382
202377.0,24152.0,2.81501,1.8494
223143.0,164918.0,-0.812756,2.3757
142398.0,130482.0,0.419192,0.761122
409351.0,282885.0,-0.911944,1.26605
43963.1,43662.4,0.0398253,3.12777
115426.0,94387.6,0.629823,-2.14324
486443.0,180325.0,1.64862,-1.29126
324106.0,321307.0,0.0980759,0.0623177
700729.0,38669.6,3.58937,0.491112
79086.0,78199.1,0.0206681,2.71438
745497.0,442999.0,-1.10951,-0.258193
744457.0,742994.0,0.0428438,0.0704602
467384.0,206757.0,1.4517,0.583343
35355.4,29313.7,-0.629168,-0.452556
454897.0,424214.0,-0.301786,1.89765
766611.0,687851.0,0.467565,-1.15154
415406.0,37650.5,-3.09178,2.21545
78896.8,31801.3,-1.55729,2.87416
525485.0,501531.0,0.275109,-0.274008
164128.0,151494.0,0.378851,0.740554
395096.0,219102.0,1.19238,1.5726
570245.0,438107.0,0.749538,-1.44004
537269.0,322026.0,1.09559,-3.06152
644037.0,255779.0,1.57104,2.34025
265383.0,189853.0,0.861127,-1.6288
40587.2,25257.1,1.04794,2.5119
469260.0,233677.0,-1.32081,1.81903
969969.0,802721.0,0.62736,1.81325
52335.6,51719.8,0.0685889,-0.671999
218651.0,36392.7,-2.4784,-1.57338
76036.6,25526.0,-1.75189,-0.748186
100013.0,31375.2,-1.82347,-1.56477
118806.0,25379.1,-2.22396,-2.37669
56068.7,29692.8,1.24797,1.29457
187873.0,178128.0,0.282543,1.98838
596158.0,584814.0,-0.137414,0.676105
182896.0,170242.0,-0.339447,-2.17488
654471.0,620637.0,0.322208,-1.0749
235465.0,187834.0,0.679978,-3.03738
27861.2,25709.3,0.397941,-1.04714
963647.0,482828.0,-1.30917,1.05143
1019310.0,691026.0,0.937972,2.01418
591421.0,93441.3,2.53149,0.620187
1059590.0,875092.0,0.619669,-2.75623
239433.0,163183.0,0.923824,0.273053
255181.0,27318.4,-2.92409,0.252741
64779.1,60105.5,0.341674,2.50399
53440.4,33872.4,-1.01075,1.11904
1159190.0,56534.6,-3.71308,-0.601796
311731.0,309475.0,0.0921898,-1.78566
418086.0,38660.5,-3.07162,-0.12422
266087.0,123635.0,-1.39907,-0.406259
157739.0,139337.0,0.457408,-0.474483
2486510.0,1806200.0,-0.841496,0.445493
740744.0,739775.0,-0.0421001,3.07731
103215.0,73338.1,-0.869337,0.418501
1031810.0,510465.0,-1.32859,0.710196
1331070.0,1322970.0,-0.030826,-0.127139
77181.3,75084.3,0.19162,2.09219
434905.0,415793.0,-0.181847,2.97318
468457.0,380948.0,-0.657304,1.51222
830936.0,204342.0,2.07933,-1.35047
705429.0,181733.0,2.03215,0.556368
220475.0,32153.6,-2.61236,0.0935238
895570.0,864499.0,0.254153,-1.94923
124054.0,55278.2,1.44192,-2.4536
724117.0,689132.0,0.287401,-1.79778
223366.0,216062.0,-0.203327,1.40159
201046.0,79250.2,-1.57723,2.84467
67052.0,29053.4,1.4772,0.0819794
86708.7,25971.5,1.87253,2.56554
168272.0,23269.1,2.66622,1.8122
101444.0,62009.9,-1.06635,0.75269
120444.0,81767.1,0.932345,-2.38897
693332.0,639767.0,-0.379137,-3.1009
289227.0,109288.0,-1.62755,1.13577
87163.2,52868.7,-1.07785,1.77247
117221.0,61132.3,-1.26493,0.680614
1251650.0,753231.0,1.08369,3.04082
38649.3,37962.8,0.0195564,-2.5303
481238.0,385736.0,-0.68395,1.00702
205863.0,133076.0,-0.994725,2.78727
601272.0,33425.3,3.58199,-0.144344
182869.0,140499.0,0.755154,-0.57405
2176690.0,1013880.0,-1.39398,2.87488
113676.0,55959.3,1.32989,0.988044
201901.0,200454.0,-0.0428,1.03213
658678.0,621938.0,0.324079,-0.384703
187704.0,42775.9,2.15863,1.05389
717677.0,657802.0,-0.341096,2.15029
607471.0,556153.0,-0.417174,-2.36209
977917.0,955243.0,-0.182825,-1.09625
212026.0,89959.0,-1.49982,-2.53556
113615.0,51322.2,1.42882,2.33374
60737.0,56974.3,-0.342156,1.8585
1071550.0,489341.0,-1.41885,-0.944028
389299.0,388344.0,-0.0373969,0.250977
87881.4,61828.8,0.884295,-0.0673948
58626.0,48220.2,0.610738,-2.5838
34295.8,27334.7,-0.68902,-1.3447
189814.0,136169.0,-0.858898,2.86061
333483.0,260499.0,0.728896,-1.95609
135377.0,49891.3,1.65524,-1.70833
1278370.0,437553.0,-1.73372,0.953525
119197.0,70344.7,1.1046,-0.838055
194971.0,111639.0,1.15315,-1.85099
647984.0,589802.0,-0.43084,1.1544
52248.4,42216.8,-0.657001,1.50456
73390.5,65443.6,0.456426,-2.84821
65312.1,51231.0,-0.723699,1.56879
823418.0,474242.0,1.14418,2.38848
328268.0,44831.1,-2.67873,-2.20449
622944.0,77737.1,-2.76991,-0.872108
462815.0,164662.0,-1.69276,2.87725
992168.0,409904.0,-1.53117,2.12778
448903.0,440942.0,0.152821,1.30638
405852.0,36435.2,-3.10146,1.6494
424662.0,421204.0,0.117452,-2.56455
903023.0,842884.0,0.282234,2.84206
930096.0,909927.0,-0.0829516,-0.397729
253217.0,78582.7,-1.83264,2.50131
47677.5,38207.2,0.664923,1.44474
59653.6,29135.9,-1.33831,-0.614824
524813.0,84736.1,2.50968,-2.86012
242550.0,42696.2,2.42159,-0.0645989
1295210.0,1140950.0,0.490743,3.04055
1841160.0,1724950.0,0.268525,-0.789031
35922.8,34486.1,0.268071,-0.804522
1223960.0,1203270.0,0.170309,0.332613
55080.4,35176.2,-1.01355,-1.57036
795440.0,351102.0,1.4547,1.1956
487016.0,323068.0,0.966991,-2.27036
708642.0,414419.0,-1.12348,-2.00833
382560.0,283177.0,-0.810628,-1.28294
1641520.0,282536.0,-2.44495,-0.31396
632554.0,616251.0,0.18506,2.65799
43952.4,27037.2,-1.05204,0.221842
1493070.0,618844.0,-1.52708,-0.92612
959219.0,335769.0,1.71031,-0.24616
39686.9,36794.0,0.295981,1.19695
33746.9,33125.9,0.124377,2.72416
64697.6,44518.1,0.917412,-1.9938
957321.0,902985.0,0.263096,1.87716
1439460.0,1050290.0,-0.834429,-1.7719
116515.0,93839.6,0.678664,1.21868
218425.0,117020.0,-1.23475,-0.116963
206712.0,48397.7,-2.12895,2.30683
134053.0,34438.6,2.03291,2.18533
2126650.0,646322.0,-1.85934,-1.37513
275846.0,76188.2,1.95893,-0.315084
88993.4,88332.5,-0.0655979,-2.03114
66891.6,57668.4,-0.533327,-2.04199
133387.0,98858.7,0.765066,-0.4544
626365.0,229947.0,-1.65919,-1.22238
763462.0,412661.0,-1.22232,1.45812
466301.0,332484.0,0.867167,-0.138081
77584.5,57114.1,-0.805442,1.41395
1169470.0,666285.0,1.15771,-0.395049
723194.0,160219.0,2.18744,-1.33034
331320.0,318863.0,-0.161801,2.87458
921627.0,551216.0,-1.09764,-3.12192
1169250.0,843817.0,0.84766,0.612491
113550.0,27626.1,-2.09076,2.41579
495314.0,322632.0,0.989902,-0.554642
349314.0,175130.0,1.30072,0.109568
127984.0,122281.0,-0.289011,-1.24223
1420140.0,34822.6,4.40123,-2.62109
511879.0,461820.0,-0.44421,0.741311
68473.2,56142.5,0.628931,-1.13647
166628.0,152631.0,-0.40709,-2.76531
62038.6,60402.5,0.0745528,-0.592642
301142.0,213628.0,0.868485,1.51958
1128960.0,702830.0,1.05073,-2.18475
1365470.0,616684.0,-1.43251,-2.24994
547745.0,533632.0,0.211187,2.35037
729173.0,540633.0,0.807725,0.338592
113714.0,77923.4,0.909386,1.70225
167027.0,160961.0,0.23589,-0.44616
327371.0,267676.0,-0.649416,-2.13911
828988.0,303473.0,-1.66126,-0.0745896
712255.0,701348.0,0.167021,-0.323619
1158160.0,76178.1,3.4135,-0.589398
45007.0,42985.9,-0.233283,-1.50158
769642.0,467634.0,-1.08115,1.85787
989836.0,259566.0,-2.01269,2.59284
128024.0,30026.0,2.12859,2.94276
125240.0,28568.8,2.15708,-0.201476
526459.0,376606.0,0.861921,-2.84665
25067.1,24802.5,0.0798253,-1.65459
60459.8,27077.9,1.4384,2.2991
748707.0,112326.0,2.58372,2.63962
913293.0,684491.0,0.786944,0.716829
818057.0,810897.0,0.0661192,0.941271
1419970.0,939211.0,-0.970775,-2.75603
143522.0,110434.0,-0.733856,1.30797
1095660.0,341708.0,-1.83269,-2.22596
127121.0,72417.0,-1.157,-0.396714
2030170.0,323217.0,2.5241,2.30356
37712.0,34744.4,-0.314995,-1.52327
804426.0,506009.0,1.03807,-1.55345
109267.0,56482.8,1.27053,0.341927
912084.0,635009.0,0.899047,-0.540502
610308.0,478597.0,-0.722809,1.29462
106603.0,92977.8,0.451277,2.14705
564967.0,550996.0,-0.196522,-0.282836
277278.0,140199.0,1.29846,0.10052
29063.7,26636.9,-0.374325,3.10877
682029.0,51710.5,-3.27107,-2.5819
373538.0,236673.0,-1.02655,-1.02031
489180.0,399856.0,0.652204,0.145511
655783.0,528698.0,-0.630492,-0.84655
52690.0,48275.5,-0.368247,1.55453
518794.0,277778.0,-1.23249,0.156937
360469.0,64419.2,2.40646,-0.603486
1331570.0,918052.0,-0.883846,-1.16213
675539.0,48728.9,3.32104,-0.959104
62238.3,28194.1,1.42847,0.489369
754761.0,141644.0,-2.35677,-0.104819
319240.0,99745.4,1.83085,2.93574
197574.0,87717.8,-1.44001,-1.2414
542861.0,376753.0,0.894921,-1.94185
870630.0,410110.0,1.37977,0.338446
138267.0,30189.8,2.2018,-2.1009
210823.0,28722.7,2.68128,-2.51637
513939.0,389793.0,0.774543,2.65145
656633.0,36623.8,-3.57869,-2.07669
151741.0,137779.0,-0.432251,-3.02219
224323.0,36804.7,-2.49328,-2.36095
410027.0,397911.0,0.191039,2.32366
185238.0,29704.3,-2.5167,2.83974
258350.0,67849.7,-2.01203,2.01836
143361.0,77776.2,1.22008,2.5848
797221.0,651590.0,-0.650128,-2.49938
141832.0,129417.0,0.434599,-2.94235
174290.0,67127.6,1.59567,0.00916295
215933.0,118289.0,-1.19404,2.14493
558410.0,518642.0,0.356871,-0.213229
654824.0,652820.0,-0.0491309,-0.266934
893390.0,861814.0,0.266792,2.29892
1224150.0,411411.0,-1.75324,0.986534
65982.9,27316.5,-1.52581,-0.405444
39243.6,37277.7,-0.261323,0.168414
173117.0,89605.8,-1.27339,0.326645
358179.0,63996.7,2.40667,1.85378
119294.0,115311.0,0.252418,2.85746
158892.0,38549.6,-2.09372,0.480477
55959.3,51694.1,0.397335,-2.74743
82747.8,81787.4,0.0597218,-1.9427
59350.2,49854.3,-0.597793,3.1387
376127.0,168591.0,1.44031,-0.615738
58467.6,52499.1,0.472436,2.92185
1932940.0,175359.0,3.09061,-1.55608
673573.0,605289.0,0.462004,1.60578
105209.0,101004.0,0.265529,-1.47107
791207.0,415656.0,-1.25863,-1.47734
206308.0,29309.9,-2.63834,-2.2504
102477.0,96748.5,-0.284565,-1.49026
87240.3,28726.7,-1.77402,2.46986
1078430.0,213318.0,-2.30331,-2.95533
139719.0,104178.0,0.792947,-2.8087
775725.0,713603.0,-0.391058,2.37807
353973.0,27430.6,3.24901,-0.687793
43485.8,30305.2,0.89222,-1.97703
223095.0,186539.0,-0.611787,-0.547469
927637.0,162763.0,2.42525,-1.78747
1293390.0,22949.6,-4.72478,-0.776932
263371.0,85029.5,-1.79405,2.35849
411510.0,112017.0,-1.97433,2.368
157049.0,44277.1,1.93651,1.75075
586898.0,481881.0,0.645773,1.4867
684621.0,24709.3,-4.01444,-0.0722646
146621.0,84228.1,-1.14671,-0.126178
154263.0,151659.0,-0.0626728,1.65385
65094.6,59780.9,-0.410847,2.70857
156993.0,152540.0,0.0615681,-1.30325
219920.0,23701.8,2.91768,2.60801
701017.0,54529.2,3.24531,-0.682871
261112.0,205355.0,-0.712117,-1.50292
188422.0,141392.0,-0.790476,1.13994
812678.0,214635.0,-2.00579,-1.93701
471932.0,52423.0,-2.88745,-0.493521
265540.0,261941.0,0.144001,2.5781
163181.0,160101.0,0.139351,-2.42655
77358.0,32967.4,1.49386,1.01352
42808.1,27499.9,1.00952,0.82557
2054400.0,982993.0,1.36559,-0.816123
234289.0,200668.0,-0.552146,-2.97136
249425.0,54961.2,-2.19137,-2.27548
51642.0,51286.6,-0.00171102,2.17065
59697.3,58000.1,-0.217572,0.725812
66213.8,36468.3,1.19744,-0.220968
1241020.0,1235120.0,-0.00763885,-0.144568
1734930.0,573787.0,1.77039,2.57895
150351.0,128274.0,-0.574536,-2.85137
202444.0,28316.6,2.65473,-0.416674
104442.0,52031.2,-1.31767,-2.30888
82686.8,69103.1,0.559122,2.37017
281223.0,73496.1,-2.01601,0.516181
202884.0,193770.0,-0.208596,2.87697
575068.0,370664.0,0.992727,1.48938
236144.0,176055.0,-0.785036,-1.08652
653262.0,590268.0,-0.436637,-2.30495
917595.0,903142.0,-0.135693,1.73467
45155.7,41945.6,0.342695,-1.17496
26449.4,24215.0,-0.420253,0.211644
668387.0,667843.0,0.0230265,1.11081
872994.0,562642.0,1.00524,-1.47871
158589.0,81672.5,1.27971,-0.60655
594798.0,509188.0,0.519985,0.313479
138747.0,123226.0,0.460847,0.0260346
202810.0,130086.0,-1.01215,1.9998
30130.7,24777.3,-0.602748,-2.96922
425374.0,395343.0,0.376506,2.14003
195780.0,42395.3,2.20973,1.85851
105187.0,48986.9,-1.39247,3.09608
101832.0,80756.1,-0.644901,2.73001
1040270.0,446106.0,-1.48964,0.0294144
178675.0,163664.0,0.420274,0.569234
276694.0,100834.0,1.6668,1.12754
1423600.0,701501.0,-1.33215,-0.215286
216520.0,26275.3,-2.79786,2.46788
122245.0,84853.8,0.901072,-1.28655
758482.0,277776.0,1.66207,-1.20378
38823.0,33265.1,0.537647,1.06919
335536.0,117170.0,-1.70974,2.30756
100885.0,46540.1,1.40504,0.232393
170138.0,37793.1,2.18299,2.0979
421540.0,207586.0,-1.33279,1.0356
366849.0,363969.0,0.0632606,2.92733
428772.0,26534.3,3.47452,2.08733
763509.0,170300.0,-2.18072,1.17437
1690280.0,559542.0,-1.76998,0.823317
731732.0,716792.0,-0.185793,2.44935
199110.0,95458.5,1.36399,2.26142
426987.0,53160.5,2.77263,-1.12473
290909.0,35334.6,-2.79716,0.500071
401350.0,392678.0,0.15074,-2.58054
37455.8,35220.0,-0.271284,-0.0910591
58778.0,26457.8,1.42679,0.71046
779860.0,64109.8,3.1898,2.06537
1115840.0,77993.1,3.3526,-1.5931
235049.0,62615.9,1.99664,0.673697
510915.0,71348.2,2.65593,3.0359
65293.3,49167.9,-0.774701,2.05824
98236.9,97198.9,-0.0284217,1.32187
113967.0,91737.3,-0.676313,-0.201416
578271.0,80026.4,2.66592,1.60838
230475.0,215998.0,0.330192,-0.316867
45663.7,42797.2,0.305385,0.665747
429117.0,351709.0,0.647662,-2.3946
88047.6,84530.2,-0.236161,-1.24747
301769.0,291513.0,-0.243023,1.99806
74203.9,70856.7,-0.23098,3.02104
541213.0,356633.0,0.976525,1.26691
107875.0,81165.7,-0.753041,0.990585
1659380.0,670445.0,1.55541,2.03388
1727120.0,699313.0,-1.55033,0.867172
360724.0,94171.0,-2.01682,2.54498
476673.0,268817.0,-1.17298,2.32368
553250.0,539705.0,-0.1458,2.40061
1107180.0,1004350.0,-0.422432,1.90872
73856.4,72651.9,0.0058451,-0.805051
784164.0,312382.0,1.5663,0.624108
76899.3,69812.7,0.344429,-2.82945
117515.0,92350.1,0.714325,-2.6374
634380.0,566460.0,0.452727,-2.46417
55982.7,43463.3,-0.696199,-2.8529
324465.0,244302.0,-0.783331,1.72126
444939.0,372309.0,-0.593645,-1.87153
413543.0,396629.0,-0.256848,2.85255
554935.0,198278.0,1.68568,-2.37627
262128.0,234864.0,-0.446753,0.885509
396830.0,94558.5,2.11281,-1.28569
61447.1,35655.0,1.13474,2.50311
481960.0,318429.0,-0.955832,0.0711805
1327080.0,187409.0,-2.64548,2.93262
653206.0,449686.0,-0.913388,-2.33357
377992.0,25181.8,3.40074,-0.477666
151965.0,54112.7,-1.68943,-2.52843
1344620.0,693581.0,-1.28008,0.382781
320652.0,224732.0,-0.887518,0.328227
83299.3,80285.1,0.240265,0.308539
721480.0,717838.0,0.0159534,-2.64876
44626.9,27695.1,-1.03961,1.23075
239166.0,206426.0,0.552653,-0.845561
155625.0,114949.0,0.809188,3.00977
799053.0,484543.0,1.082,-0.967918
318361.0,191244.0,-1.08465,-2.35375
427706.0,125947.0,1.89147,0.96459
1230150.0,173977.0,2.64354,2.05409
205303.0,38395.4,-2.36015,1.29642
549989.0,532699.0,-0.0311121,0.512961
958153.0,283476.0,1.88476,3.03615
312554.0,23881.4,-3.2631,-2.8318
246638.0,241550.0,-0.0789686,-0.674096
129413.0,26497.2,2.26781,-1.71053
925388.0,717933.0,-0.741284,-2.46298
1124120.0,1060780.0,-0.339204,1.46773
105724.0,75894.4,0.856318,-2.5685
992413.0,158962.0,-2.51795,-1.57752
74482.8,70341.9,-0.323476,-2.24915
770935.0,634187.0,0.640669,-0.914189
720976.0,205057.0,-1.92868,0.841244
1022430.0,1010390.0,-0.135829,-2.33494
1578070.0,24214.1,-4.87011,-0.919317
232085.0,24678.4,-2.93141,-0.191719
46053.1,36345.8,-0.661385,-0.0581474
365590.0,88216.0,-2.09942,1.42816
102380.0,44077.0,-1.47772,-1.19797
34498.4,32759.2,0.215175,-0.559198
1069600.0,39733.8,-3.9856,-0.201182
42281.4,38815.8,0.408201,1.9769
153172.0,145532.0,0.26987,0.285943
93735.9,58886.1,-1.03514,-0.180485
306694.0,301864.0,0.142366,1.90742
247866.0,142723.0,-1.13694,-1.34923
357983.0,351642.0,0.0295436,-2.26072
279060.0,269868.0,0.23233,1.00164
140892.0,23381.7,2.48088,1.25875
96211.2,64009.4,-0.936611,1.27932
478323.0,419301.0,0.522894,-1.66661
1145700.0,953806.0,-0.610087,0.0858007
324830.0,299636.0,-0.398174,-1.68878
285006.0,272768.0,0.213825,0.547885
132109.0,42880.3,1.78749,2.43362
332695.0,322135.0,0.167971,-0.485933
865904.0,794967.0,-0.398099,3.02948
1800010.0,1517980.0,-0.594757,0.0112247
42977.5,29985.6,0.886898,2.10559
45449.0,43364.0,-0.291856,-0.00439466
95699.1,60380.4,1.02178,-1.72709
206731.0,142566.0,-0.913927,0.612617
630852.0,573967.0,-0.43118,-2.90626
238722.0,101596.0,1.49602,-2.8958
147847.0,29405.0,-2.29699,-1.77256
327067.0,47714.1,2.61221,2.37116
157417.0,148354.0,-0.333363,1.50769
437364.0,307233.0,-0.870126,-2.24694
62079.5,61840.3,0.0092262,-0.621437
742838.0,41516.2,3.57668,-1.72149
154832.0,85947.3,1.19201,1.45402
50709.4,41829.7,0.612786,-1.33646
952381.0,856844.0,-0.465354,2.1431
204142.0,202290.0,-0.102694,1.6461
1271460.0,1256040.0,0.0884189,-1.12674
1121410.0,856635.0,-0.741948,1.95435
192837.0,33838.8,-2.42436,-1.44213
458025.0,374908.0,0.647334,-0.74175
313918.0,24468.6,-3.24321,0.428956
181502.0,34072.8,2.3566,1.21162
803607.0,788910.0,-0.0416941,1.9068
56125.6,54716.5,-0.170147,-2.20007
75835.5,56754.9,0.792095,-2.41189
1205800.0,210894.0,-2.42881,0.58892
217202.0,150815.0,0.896789,2.99112
468547.0,30391.4,-3.42732,-0.886149
52497.3,29661.5,-1.16455,-1.77867
323102.0,217442.0,-0.94691,-2.56855
63151.0,37614.6,-1.09337,1.83783
253217.0,76726.9,1.86256,-2.35586
75761.6,32607.2,-1.48581,2.94136
1568010.0,100859.0,3.43592,1.16426
125006.0,43706.9,1.70905,-0.300132
122990.0,58588.8,1.36915,2.8696
39747.1,32204.9,0.661946,0.798205
455944.0,33558.0,3.30062,-0.409301
117793.0,98608.9,0.610189,0.0532092
860474.0,396347.0,-1.40878,0.939289
662204.0,106835.0,2.51033,-2.62458
663389.0,259747.0,-1.58896,0.752763
319705.0,234856.0,-0.824008,1.97328
789586.0,150529.0,-2.3404,-1.5203
330239.0,321794.0,-0.120541,-1.5234
144181.0,64045.8,1.44956,-1.97996
1108980.0,622716.0,1.17842,-2.53271
800754.0,298568.0,1.64057,1.49364
818198.0,51385.0,3.45984,0.582452
88338.5,62577.5,-0.868215,3.06899
199137.0,149404.0,0.784572,1.32923
262496.0,259459.0,0.00371627,-2.89282
205378.0,39005.8,-2.34465,-0.946754
128430.0,65885.9,-1.28483,-1.40219
239134.0,148237.0,-1.05323,0.92858
83941.9,82422.2,0.164411,-2.49962
65406.5,38389.4,-1.10842,2.40565
1356250.0,927678.0,0.926719,2.53769
837433.0,538475.0,1.00325,-0.653138
239950.0,232559.0,0.195142,1.13411
43914.8,27001.4,-1.05429,0.774856
501358.0,414060.0,-0.609744,1.3132
77289.5,74210.8,0.157592,2.22384
749792.0,667885.0,0.47106,0.992223
860444.0,689143.0,0.684957,-0.76886
456030.0,452931.0,0.0583148,-0.42568
32806.1,25360.4,-0.739855,2.93126
752700.0,45738.4,-3.49279,-2.09955
965674.0,604295.0,-1.03503,2.61798
109664.0,60137.9,-1.2017,-2.35946
1575480.0,920914.0,1.12736,2.734
1069770.0,294501.0,-1.96301,0.830867
296349.0,291810.0,0.166046,-2.99139
63767.7,46003.7,-0.84894,0.473957
85196.7,71641.6,0.576349,-1.18594
87271.7,77901.8,-0.455752,-1.37303
395047.0,375294.0,-0.315405,2.18958
659178.0,624676.0,0.311966,0.589697
90377.0,33849.2,1.63585,-1.44197
108476.0,29877.2,1.96184,0.666701
249982.0,113602.0,1.41716,-0.112541
68327.4,42159.1,1.05103,-1.84193
481953.0,337193.0,0.89325,-2.74688
93092.2,92957.6,-0.0117645,2.70766
65845.4,28013.2,-1.49296,0.181069
330049.0,119216.0,-1.67648,0.403293
795758.0,605612.0,0.730678,0.975606
29217.0,28894.9,-0.0313752,2.17159
677300.0,444408.0,0.97406,0.635265
329563.0,24137.2,-3.30558,0.405577
188934.0,185920.0,0.146655,-2.42156
37665.8,35162.3,-0.340262,1.28792
983985.0,556195.0,1.15401,1.19827
62890.9,56880.4,0.442706,0.0495871
2355540.0,575266.0,2.08701,-2.43123
144985.0,137486.0,-0.317858,2.34498
240674.0,236952.0,0.141558,-1.60085
216768.0,209700.0,-0.235329,-1.03631
113903.0,23482.3,2.25888,-1.65017
620263.0,351078.0,1.16387,-1.37866
837139.0,55866.6,-3.39901,-1.78789
111423.0,85084.4,-0.766685,-0.092713
1578720.0,153997.0,-3.0181,0.871064
628336.0,424995.0,-0.927283,-0.895301
271782.0,115004.0,-1.49485,1.80094
102166.0,28304.8,1.95565,1.12134
423885.0,325022.0,-0.74626,0.485576
133656.0,78817.1,-1.11025,-0.369853
65533.7,31654.6,-1.35497,1.51397
1065750.0,672437.0,1.03358,-2.87723
1221140.0,280944.0,2.14882,2.19747
557128.0,318357.0,-1.15749,-2.06864
271737.0,202939.0,-0.799664,2.87974
90239.9,39542.2,1.45906,-1.58414
1463980.0,1418150.0,-0.0641514,-1.16089
189949.0,180413.0,-0.307361,-2.16078
537311.0,69983.6,2.72688,2.0408
119201.0,117696.0,-0.0805476,0.469996
706686.0,578472.0,-0.641783,-1.33037
856748.0,697795.0,0.65207,-2.72995
369335.0,362780.0,0.000845551,2.5706
1114780.0,1027930.0,0.354556,1.0729
294776.0,259236.0,0.471515,-1.11882
692301.0,433174.0,-1.04439,-1.6484
483062.0,103047.0,2.22606,-3.0866
406405.0,336212.0,-0.613999,-0.969911
545090.0,329711.0,-1.08783,-1.08062
37679.0,36646.4,0.119952,2.92793
316529.0,231102.0,0.833717,3.00371
818884.0,243981.0,-1.87592,-1.98892
401945.0,369805.0,0.38466,-2.49771
423664.0,336844.0,0.668153,-2.42182
574394.0,564026.0,0.182466,-0.392111
78648.3,37116.2,-1.38055,3.06679
556442.0,359830.0,-0.994519,0.27792
122514.0,74659.4,1.07213,-1.02991
215386.0,142697.0,-0.966926,0.432731
105936.0,51460.5,1.34912,-2.49799
38756.1,26353.2,0.91078,0.967485
86396.0,26575.0,-1.84649,0.114543
622747.0,612854.0,-0.0949327,2.95382
105973.0,56152.5,-1.24249,1.29578
156299.0,75801.7,-1.34824,-1.97427
268570.0,23098.5,-3.14447,-1.67957
843879.0,798792.0,0.296782,2.71675
431523.0,271399.0,-1.03707,1.41209
945917.0,604079.0,0.998563,-2.5416
76431.9,57591.9,0.776618,-2.20316
56408.8,25300.4,1.4298,3.0102
63002.0,36521.5,1.12988,-2.33322
86920.9,61809.2,-0.871402,1.54349
113850.0,30942.0,1.97414,-2.25355
1322370.0,1053570.0,-0.695521,0.417822
387244.0,40299.7,-2.95277,-2.4477
648507.0,524364.0,-0.668701,1.30967
807671.0,169234.0,-2.24412,-2.51164
233924.0,202488.0,-0.539436,-3.03692
1211500.0,1017560.0,0.601438,-1.02489
110731.0,40042.4,1.66855,-2.55459
56059.4,53704.8,-0.259455,1.8749
227584.0,173382.0,-0.744083,-1.91496
66900.9,44179.3,0.965283,1.84286
1294830.0,974914.0,-0.789294,-2.88089
458337.0,189378.0,-1.53103,2.81477
114523.0,41747.2,-1.66569,-0.0847814
651149.0,615892.0,-0.29476,-0.680829
729627.0,695816.0,0.285442,0.23812
52395.2,39176.9,-0.791631,1.27666
515753.0,25325.0,-3.70627,-2.92867
205855.0,203889.0,-0.0758048,-2.55977
29697.7,23945.8,0.638413,-2.66469
92919.9,89270.1,-0.264213,-2.26693
104523.0,81798.2,0.725338,-2.77215
611796.0,605585.0,-0.105409,-2.99231
639770.0,600607.0,-0.346136,3.04626
36216.7,34085.5,0.32418,2.49717
152122.0,121950.0,0.663512,-0.228469
52162.5,38721.8,-0.767685,-0.430768
177119.0,94316.7,-1.23548,-1.25198
283624.0,54364.7,-2.33518,-1.12889
376401.0,278534.0,-0.809639,2.87529
37415.7,35895.6,0.25247,1.40904
905906.0,854619.0,0.307596,-1.93967
84240.2,82483.4,0.156738,-0.285402
60307.1,58680.3,-0.13709,1.34903
176702.0,118700.0,0.933562,3.00015
430495.0,249770.0,-1.13571,1.9066
282073.0,63462.3,-2.17183,-3.01318
402541.0,35850.9,-3.10931,1.36981
750786.0,502351.0,0.951571,-2.37247
48932.3,45102.6,-0.355864,-0.969051
865973.0,319427.0,1.65333,-0.750821
45537.5,32589.7,-0.858694,1.7308
450256.0,337033.0,0.777588,3.13451
130723.0,127160.0,-0.183264,0.53863
313089.0,292816.0,0.359116,-0.971608
1362560.0,885490.0,-0.993131,1.19259
1151110.0,432850.0,1.62688,2.87545
742616.0,732778.0,-0.0999995,0.896509
259683.0,118429.0,-1.41849,1.22359
150935.0,136899.0,-0.445325,2.5248
468513.0,328591.0,-0.884254,2.85134
638764.0,359763.0,-1.1737,0.605688
553218.0,507677.0,0.414401,-2.05756
594258.0,544301.0,0.409828,-1.47528
665932.0,645145.0,0.24967,-2.03051
518934.0,515654.0,-0.0908025,3.03297
28231.5,25442.9,0.441367,-1.38894
1084510.0,22384.8,-4.57354,0.232653
202119.0,176104.0,-0.525796,1.88742
832872.0,727155.0,0.532394,-2.58195
